102051 silly lifecycle isexe@2.0.0~preinstall: no script for preinstall, continuing
103728 verbose linkBins array-differ@1.0.0
103729 verbose linkMans array-differ@1.0.0
103730 silly build array-each@1.0.1
103731 info linkStuff array-each@1.0.1
103732 silly linkStuff array-each@1.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
103733 verbose linkBins array-each@1.0.1
103734 verbose linkMans array-each@1.0.1
103735 silly build array-find-index@1.0.2
103736 info linkStuff array-find-index@1.0.2
103737 silly linkStuff array-find-index@1.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
103738 verbose linkBins array-find-index@1.0.2
103739 verbose linkMans array-find-index@1.0.2
103740 silly build is-number@4.0.0
103741 info linkStuff is-number@4.0.0
103742 silly linkStuff is-number@4.0.0 has /home/azureuser/compair/node_modules/array-initial/node_modules as its parent node_modules
103743 verbose linkBins is-number@4.0.0
103744 verbose linkMans is-number@4.0.0
103745 silly build is-number@4.0.0
103746 info linkStuff is-number@4.0.0
103747 silly linkStuff is-number@4.0.0 has /home/azureuser/compair/node_modules/array-last/node_modules as its parent node_modules
103748 verbose linkBins is-number@4.0.0
103749 verbose linkMans is-number@4.0.0
103750 silly build array-last@1.3.0
103751 info linkStuff array-last@1.3.0
103752 silly linkStuff array-last@1.3.0 has /home/azureuser/compair/node_modules as its parent node_modules
103753 verbose linkBins array-last@1.3.0
103754 verbose linkMans array-last@1.3.0
103755 silly build array-slice@1.1.0
103756 info linkStuff array-slice@1.1.0
103757 silly linkStuff array-slice@1.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
103758 verbose linkBins array-slice@1.1.0
103759 verbose linkMans array-slice@1.1.0
103760 silly build array-initial@1.1.0
103761 info linkStuff array-initial@1.1.0
103762 silly linkStuff array-initial@1.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
103763 verbose linkBins array-initial@1.1.0
103764 verbose linkMans array-initial@1.1.0
103765 silly build kind-of@5.1.0
103766 info linkStuff kind-of@5.1.0
103767 silly linkStuff kind-of@5.1.0 has /home/azureuser/compair/node_modules/array-sort/node_modules as its parent node_modules
103768 verbose linkBins kind-of@5.1.0
103769 verbose linkMans kind-of@5.1.0
103770 silly build array-uniq@1.0.3
103771 info linkStuff array-uniq@1.0.3
103772 silly linkStuff array-uniq@1.0.3 has /home/azureuser/compair/node_modules as its parent node_modules
103773 verbose linkBins array-uniq@1.0.3
103774 verbose linkMans array-uniq@1.0.3
103775 silly build array-union@1.0.2
103776 info linkStuff array-union@1.0.2
103777 silly linkStuff array-union@1.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
103778 verbose linkBins array-union@1.0.2
103779 verbose linkMans array-union@1.0.2
103780 silly build array-unique@0.3.2
103781 info linkStuff array-unique@0.3.2
103782 silly linkStuff array-unique@0.3.2 has /home/azureuser/compair/node_modules as its parent node_modules
103783 verbose linkBins array-unique@0.3.2
103784 verbose linkMans array-unique@0.3.2
103785 silly build arraybuffer.slice@0.0.7
103786 info linkStuff arraybuffer.slice@0.0.7
103787 silly linkStuff arraybuffer.slice@0.0.7 has /home/azureuser/compair/node_modules as its parent node_modules
103788 verbose linkBins arraybuffer.slice@0.0.7
103789 verbose linkMans arraybuffer.slice@0.0.7
103790 silly build arrify@2.0.1
103791 info linkStuff arrify@2.0.1
103792 silly linkStuff arrify@2.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
103793 verbose linkBins arrify@2.0.1
103794 verbose linkMans arrify@2.0.1
103795 silly build asap@2.0.6
103796 info linkStuff asap@2.0.6
103797 silly linkStuff asap@2.0.6 has /home/azureuser/compair/node_modules as its parent node_modules
103798 verbose linkBins asap@2.0.6
103799 verbose linkMans asap@2.0.6
103800 silly build assert-plus@1.0.0
103801 info linkStuff assert-plus@1.0.0
103802 silly linkStuff assert-plus@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103803 verbose linkBins assert-plus@1.0.0
103804 verbose linkMans assert-plus@1.0.0
103805 silly build assertion-error@1.1.0
103806 info linkStuff assertion-error@1.1.0
103807 silly linkStuff assertion-error@1.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
103808 verbose linkBins assertion-error@1.1.0
103809 verbose linkMans assertion-error@1.1.0
103810 silly build assign-symbols@1.0.0
103811 info linkStuff assign-symbols@1.0.0
103812 silly linkStuff assign-symbols@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103813 verbose linkBins assign-symbols@1.0.0
103814 verbose linkMans assign-symbols@1.0.0
103815 silly build async@1.5.2
103816 info linkStuff async@1.5.2
103817 silly linkStuff async@1.5.2 has /home/azureuser/compair/node_modules as its parent node_modules
103818 verbose linkBins async@1.5.2
103819 verbose linkMans async@1.5.2
103820 silly build async-each@1.0.3
103821 info linkStuff async-each@1.0.3
103822 silly linkStuff async-each@1.0.3 has /home/azureuser/compair/node_modules as its parent node_modules
103823 verbose linkBins async-each@1.0.3
103824 verbose linkMans async-each@1.0.3
103825 silly build async-limiter@1.0.0
103826 info linkStuff async-limiter@1.0.0
103827 silly linkStuff async-limiter@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103828 verbose linkBins async-limiter@1.0.0
103829 verbose linkMans async-limiter@1.0.0
103830 silly build asynckit@0.4.0
103831 info linkStuff asynckit@0.4.0
103832 silly linkStuff asynckit@0.4.0 has /home/azureuser/compair/node_modules as its parent node_modules
103833 verbose linkBins asynckit@0.4.0
103834 verbose linkMans asynckit@0.4.0
103835 silly build atob@2.1.2
103836 info linkStuff atob@2.1.2
103837 silly linkStuff atob@2.1.2 has /home/azureuser/compair/node_modules as its parent node_modules
103838 verbose linkBins atob@2.1.2
103839 verbose link bins [ { atob: 'bin/atob.js' },
103839 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
103839 verbose link bins   false ]
103840 verbose linkMans atob@2.1.2
103841 silly gentlyRm /home/azureuser/compair/node_modules/.bin/atob is being purged
103842 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/atob
103843 silly build aws-sign2@0.7.0
103844 info linkStuff aws-sign2@0.7.0
103845 silly linkStuff aws-sign2@0.7.0 has /home/azureuser/compair/node_modules as its parent node_modules
103846 verbose linkBins aws-sign2@0.7.0
103847 verbose linkMans aws-sign2@0.7.0
103848 silly build aws4@1.8.0
103849 info linkStuff aws4@1.8.0
103850 silly linkStuff aws4@1.8.0 has /home/azureuser/compair/node_modules as its parent node_modules
103851 verbose linkBins aws4@1.8.0
103852 verbose linkMans aws4@1.8.0
103853 silly build backo2@1.0.2
103854 info linkStuff backo2@1.0.2
103855 silly linkStuff backo2@1.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
103856 verbose linkBins backo2@1.0.2
103857 verbose linkMans backo2@1.0.2
103858 silly build balanced-match@1.0.0
103859 info linkStuff balanced-match@1.0.0
103860 silly linkStuff balanced-match@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103861 verbose linkBins balanced-match@1.0.0
103862 verbose linkMans balanced-match@1.0.0
103863 silly build base64-arraybuffer@0.1.5
103864 info linkStuff base64-arraybuffer@0.1.5
103865 silly linkStuff base64-arraybuffer@0.1.5 has /home/azureuser/compair/node_modules as its parent node_modules
103866 verbose linkBins base64-arraybuffer@0.1.5
103867 verbose linkMans base64-arraybuffer@0.1.5
103868 silly build base64id@1.0.0
103869 info linkStuff base64id@1.0.0
103870 silly linkStuff base64id@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103871 verbose linkBins base64id@1.0.0
103872 verbose linkMans base64id@1.0.0
103873 silly build batch@0.6.1
103874 info linkStuff batch@0.6.1
103875 silly linkStuff batch@0.6.1 has /home/azureuser/compair/node_modules as its parent node_modules
103876 verbose linkBins batch@0.6.1
103877 verbose linkMans batch@0.6.1
103878 silly build beeper@1.1.1
103879 info linkStuff beeper@1.1.1
103880 silly linkStuff beeper@1.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
103881 verbose linkBins beeper@1.1.1
103882 verbose linkMans beeper@1.1.1
103883 silly build binary-extensions@1.13.1
103884 info linkStuff binary-extensions@1.13.1
103885 silly linkStuff binary-extensions@1.13.1 has /home/azureuser/compair/node_modules as its parent node_modules
103886 verbose linkBins binary-extensions@1.13.1
103887 verbose linkMans binary-extensions@1.13.1
103888 silly build blob@0.0.5
103889 info linkStuff blob@0.0.5
103890 silly linkStuff blob@0.0.5 has /home/azureuser/compair/node_modules as its parent node_modules
103891 verbose linkBins blob@0.0.5
103892 verbose linkMans blob@0.0.5
103893 silly build minimist@1.2.0
103894 info linkStuff minimist@1.2.0
103895 silly linkStuff minimist@1.2.0 has /home/azureuser/compair/node_modules/blocking-proxy/node_modules as its parent node_modules
103896 verbose linkBins minimist@1.2.0
103897 verbose linkMans minimist@1.2.0
103898 silly build blocking-proxy@1.0.1
103899 info linkStuff blocking-proxy@1.0.1
103900 silly linkStuff blocking-proxy@1.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
103901 verbose linkBins blocking-proxy@1.0.1
103902 verbose link bins [ { 'blocking-proxy': 'built/lib/bin.js' },
103902 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
103902 verbose link bins   false ]
103903 verbose linkMans blocking-proxy@1.0.1
103904 silly gentlyRm /home/azureuser/compair/node_modules/.bin/blocking-proxy is being purged
103905 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/blocking-proxy
103906 silly build bluebird@3.5.5
103907 info linkStuff bluebird@3.5.5
103908 silly linkStuff bluebird@3.5.5 has /home/azureuser/compair/node_modules as its parent node_modules
103909 verbose linkBins bluebird@3.5.5
103910 verbose linkMans bluebird@3.5.5
103911 silly build bytes@3.1.0
103912 info linkStuff bytes@3.1.0
103913 silly linkStuff bytes@3.1.0 has /home/azureuser/compair/node_modules/body-parser/node_modules as its parent node_modules
103914 verbose linkBins bytes@3.1.0
103915 verbose linkMans bytes@3.1.0
103916 silly build inherits@2.0.3
103917 info linkStuff inherits@2.0.3
103918 silly linkStuff inherits@2.0.3 has /home/azureuser/compair/node_modules/body-parser/node_modules as its parent node_modules
103919 verbose linkBins inherits@2.0.3
103920 verbose linkMans inherits@2.0.3
103921 silly build setprototypeof@1.1.1
103922 info linkStuff setprototypeof@1.1.1
103923 silly linkStuff setprototypeof@1.1.1 has /home/azureuser/compair/node_modules/body-parser/node_modules as its parent node_modules
103924 verbose linkBins setprototypeof@1.1.1
103925 verbose linkMans setprototypeof@1.1.1
103926 silly build bower@1.8.8
103927 info linkStuff bower@1.8.8
103928 silly linkStuff bower@1.8.8 has /home/azureuser/compair/node_modules as its parent node_modules
103929 verbose linkBins bower@1.8.8
103930 verbose link bins [ { bower: 'bin/bower' },
103930 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
103930 verbose link bins   false ]
103931 verbose linkMans bower@1.8.8
103932 silly gentlyRm /home/azureuser/compair/node_modules/.bin/bower is being purged
103933 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/bower
103934 silly build buffer-alloc-unsafe@1.1.0
103935 info linkStuff buffer-alloc-unsafe@1.1.0
103936 silly linkStuff buffer-alloc-unsafe@1.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
103937 verbose linkBins buffer-alloc-unsafe@1.1.0
103938 verbose linkMans buffer-alloc-unsafe@1.1.0
103939 silly build buffer-equal@1.0.0
103940 info linkStuff buffer-equal@1.0.0
103941 silly linkStuff buffer-equal@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103942 verbose linkBins buffer-equal@1.0.0
103943 verbose linkMans buffer-equal@1.0.0
103944 silly build append-buffer@1.0.2
103945 info linkStuff append-buffer@1.0.2
103946 silly linkStuff append-buffer@1.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
103947 verbose linkBins append-buffer@1.0.2
103948 verbose linkMans append-buffer@1.0.2
103949 silly build buffer-fill@1.0.0
103950 info linkStuff buffer-fill@1.0.0
103951 silly linkStuff buffer-fill@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
103952 verbose linkBins buffer-fill@1.0.0
